"No.","Time","Source","Destination","Protocol","Length","Info"
"333","153.557914","10.0.0.6","10.0.0.2","TCP","54","0  >  1704 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"335","153.574613","10.0.0.2","10.0.0.6","TCP","574","1705  >  0 [SYN] Seq=0 Win=512 Len=2000"
"336","153.574657","10.0.0.6","10.0.0.2","TCP","54","0  >  1705 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"338","153.578159","10.0.0.2","10.0.0.6","TCP","574","1706  >  0 [SYN] Seq=0 Win=512 Len=2000"
"339","153.578170","10.0.0.6","10.0.0.2","TCP","54","0  >  1706 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"341","153.581501","10.0.0.2","10.0.0.6","TCP","574","1707  >  0 [SYN] Seq=0 Win=512 Len=2000"
"342","153.581511","10.0.0.6","10.0.0.2","TCP","54","0  >  1707 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"344","153.584841","10.0.0.2","10.0.0.6","TCP","574","1708  >  0 [SYN] Seq=0 Win=512 Len=2000"
"345","153.584853","10.0.0.6","10.0.0.2","TCP","54","0  >  1708 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"347","153.588179","10.0.0.2","10.0.0.6","TCP","574","1709  >  0 [SYN] Seq=0 Win=512 Len=2000"
"348","153.588189","10.0.0.6","10.0.0.2","TCP","54","0  >  1709 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"350","153.599736","10.0.0.2","10.0.0.6","TCP","574","1710  >  0 [SYN] Seq=0 Win=512 Len=2000"
"352","153.599768","10.0.0.6","10.0.0.2","TCP","54","0  >  1710 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"353","153.600551","10.0.0.2","10.0.0.6","TCP","574","1711  >  0 [SYN] Seq=0 Win=512 Len=2000"
"354","153.600568","10.0.0.6","10.0.0.2","TCP","54","0  >  1711 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"356","153.604998","10.0.0.2","10.0.0.6","TCP","574","1712  >  0 [SYN] Seq=0 Win=512 Len=2000"
"358","153.605017","10.0.0.6","10.0.0.2","TCP","54","0  >  1712 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"359","153.609508","10.0.0.2","10.0.0.6","TCP","574","1713  >  0 [SYN] Seq=0 Win=512 Len=2000"
"361","153.609558","10.0.0.6","10.0.0.2","TCP","54","0  >  1713 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"362","153.610951","10.0.0.2","10.0.0.6","TCP","574","1714  >  0 [SYN] Seq=0 Win=512 Len=2000"
"363","153.610975","10.0.0.6","10.0.0.2","TCP","54","0  >  1714 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"365","153.616133","10.0.0.2","10.0.0.6","TCP","574","1715  >  0 [SYN] Seq=0 Win=512 Len=2000"
"366","153.616172","10.0.0.6","10.0.0.2","TCP","54","0  >  1715 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"368","153.621483","10.0.0.2","10.0.0.6","TCP","574","1716  >  0 [SYN] Seq=0 Win=512 Len=2000"
"370","153.621507","10.0.0.6","10.0.0.2","TCP","54","0  >  1716 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"371","153.623963","10.0.0.2","10.0.0.6","TCP","574","1717  >  0 [SYN] Seq=0 Win=512 Len=2000"
"373","153.624001","10.0.0.6","10.0.0.2","TCP","54","0  >  1717 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"374","153.627304","10.0.0.2","10.0.0.6","TCP","574","1718  >  0 [SYN] Seq=0 Win=512 Len=2000"
"376","153.627340","10.0.0.6","10.0.0.2","TCP","54","0  >  1718 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"377","153.631023","10.0.0.2","10.0.0.6","TCP","574","1719  >  0 [SYN] Seq=0 Win=512 Len=2000"
"379","153.631046","10.0.0.6","10.0.0.2","TCP","54","0  >  1719 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"380","153.634602","10.0.0.2","10.0.0.6","TCP","574","1720  >  0 [SYN] Seq=0 Win=512 Len=2000"
"382","153.634623","10.0.0.6","10.0.0.2","TCP","54","0  >  1720 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"383","153.636265","10.0.0.2","10.0.0.6","TCP","574","1721  >  0 [SYN] Seq=0 Win=512 Len=2000"
"384","153.636279","10.0.0.6","10.0.0.2","TCP","54","0  >  1721 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"386","153.654492","10.0.0.2","10.0.0.6","TCP","574","1722  >  0 [SYN] Seq=0 Win=512 Len=2000"
"388","153.654540","10.0.0.6","10.0.0.2","TCP","54","0  >  1722 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"389","153.656080","10.0.0.2","10.0.0.6","PPTP","574","Unknown control type (22616)"
"390","153.656093","10.0.0.6","10.0.0.2","TCP","54","0  >  1723 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"392","153.659419","10.0.0.2","10.0.0.6","TCP","574","1724  >  0 [SYN] Seq=0 Win=512 Len=2000"
"393","153.659433","10.0.0.6","10.0.0.2","TCP","54","0  >  1724 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"395","153.662724","10.0.0.2","10.0.0.6","TCP","574","1725  >  0 [SYN] Seq=0 Win=512 Len=2000"
"396","153.662733","10.0.0.6","10.0.0.2","TCP","54","0  >  1725 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"398","153.666062","10.0.0.2","10.0.0.6","TCP","574","1726  >  0 [SYN] Seq=0 Win=512 Len=2000"
"399","153.666070","10.0.0.6","10.0.0.2","TCP","54","0  >  1726 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"401","153.669403","10.0.0.2","10.0.0.6","TCP","574","1727  >  0 [SYN] Seq=0 Win=512 Len=2000"
"402","153.669412","10.0.0.6","10.0.0.2","TCP","54","0  >  1727 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"404","153.678732","10.0.0.2","10.0.0.6","TCP","574","1728  >  0 [SYN] Seq=0 Win=512 Len=2000"
"406","153.678756","10.0.0.6","10.0.0.2","TCP","54","0  >  1728 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"407","153.680699","10.0.0.2","10.0.0.6","TCP","574","1729  >  0 [SYN] Seq=0 Win=512 Len=2000"
"409","153.680710","10.0.0.6","10.0.0.2","TCP","54","0  >  1729 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"410","153.682891","10.0.0.2","10.0.0.6","TCP","574","1730  >  0 [SYN] Seq=0 Win=512 Len=2000"
"411","153.682904","10.0.0.6","10.0.0.2","TCP","54","0  >  1730 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"413","153.686372","10.0.0.2","10.0.0.6","TCP","574","1731  >  0 [SYN] Seq=0 Win=512 Len=2000"
"414","153.686384","10.0.0.6","10.0.0.2","TCP","54","0  >  1731 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"416","153.689540","10.0.0.2","10.0.0.6","TCP","574","1732  >  0 [SYN] Seq=0 Win=512 Len=2000"
"417","153.689553","10.0.0.6","10.0.0.2","TCP","54","0  >  1732 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"419","153.694059","10.0.0.2","10.0.0.6","TCP","574","1733  >  0 [SYN] Seq=0 Win=512 Len=2000"
"421","153.694073","10.0.0.6","10.0.0.2","TCP","54","0  >  1733 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"422","153.697403","10.0.0.2","10.0.0.6","TCP","574","1734  >  0 [SYN] Seq=0 Win=512 Len=2000"
"424","153.697413","10.0.0.6","10.0.0.2","TCP","54","0  >  1734 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"425","153.700741","10.0.0.2","10.0.0.6","TCP","574","1735  >  0 [SYN] Seq=0 Win=512 Len=2000"
"427","153.700750","10.0.0.6","10.0.0.2","TCP","54","0  >  1735 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"428","153.708392","10.0.0.2","10.0.0.6","TCP","574","1736  >  0 [SYN] Seq=0 Win=512 Len=2000"
"430","153.708440","10.0.0.6","10.0.0.2","TCP","54","0  >  1736 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"431","153.709714","10.0.0.2","10.0.0.6","TCP","574","1737  >  0 [SYN] Seq=0 Win=512 Len=2000"
"432","153.709744","10.0.0.6","10.0.0.2","TCP","54","0  >  1737 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"434","153.712514","10.0.0.2","10.0.0.6","TCP","574","1738  >  0 [SYN] Seq=0 Win=512 Len=2000"
"435","153.712534","10.0.0.6","10.0.0.2","TCP","54","0  >  1738 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"437","153.715857","10.0.0.2","10.0.0.6","TCP","574","1739  >  0 [SYN] Seq=0 Win=512 Len=2000"
"438","153.715871","10.0.0.6","10.0.0.2","TCP","54","0  >  1739 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"440","153.723850","10.0.0.2","10.0.0.6","TCP","574","1740  >  0 [SYN] Seq=0 Win=512 Len=2000"
"442","153.723896","10.0.0.6","10.0.0.2","TCP","54","0  >  1740 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"443","153.725415","10.0.0.2","10.0.0.6","TCP","574","1741  >  0 [SYN] Seq=0 Win=512 Len=2000"
"444","153.725429","10.0.0.6","10.0.0.2","TCP","54","0  >  1741 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"446","153.728780","10.0.0.2","10.0.0.6","TCP","574","1742  >  0 [SYN] Seq=0 Win=512 Len=2000"
"447","153.728813","10.0.0.6","10.0.0.2","TCP","54","0  >  1742 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"449","153.731535","10.0.0.2","10.0.0.6","TCP","574","1743  >  0 [SYN] Seq=0 Win=512 Len=2000"
"450","153.731571","10.0.0.6","10.0.0.2","TCP","54","0  >  1743 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"452","153.735410","10.0.0.2","10.0.0.6","TCP","574","1744  >  0 [SYN] Seq=0 Win=512 Len=2000"
"453","153.735425","10.0.0.6","10.0.0.2","TCP","54","0  >  1744 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"455","153.741387","10.0.0.2","10.0.0.6","TCP","574","1745  >  0 [SYN] Seq=0 Win=512 Len=2000"
"457","153.741425","10.0.0.6","10.0.0.2","TCP","54","0  >  1745 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"458","153.742325","10.0.0.2","10.0.0.6","TCP","574","1746  >  0 [SYN] Seq=0 Win=512 Len=2000"
"459","153.742344","10.0.0.6","10.0.0.2","TCP","54","0  >  1746 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"461","153.745563","10.0.0.2","10.0.0.6","TCP","574","1747  >  0 [SYN] Seq=0 Win=512 Len=2000"
"462","153.745577","10.0.0.6","10.0.0.2","TCP","54","0  >  1747 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"464","153.748882","10.0.0.2","10.0.0.6","TCP","574","1748  >  0 [SYN] Seq=0 Win=512 Len=2000"
"465","153.748896","10.0.0.6","10.0.0.2","TCP","54","0  >  1748 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"467","153.752225","10.0.0.2","10.0.0.6","TCP","574","1749  >  0 [SYN] Seq=0 Win=512 Len=2000"
"468","153.752249","10.0.0.6","10.0.0.2","TCP","54","0  >  1749 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"470","153.756164","10.0.0.2","10.0.0.6","TCP","574","1750  >  0 [SYN] Seq=0 Win=512 Len=2000"
"471","153.756204","10.0.0.6","10.0.0.2","TCP","54","0  >  1750 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"473","153.759190","10.0.0.2","10.0.0.6","TCP","574","1751  >  0 [SYN] Seq=0 Win=512 Len=2000"
"474","153.759221","10.0.0.6","10.0.0.2","TCP","54","0  >  1751 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"476","153.772590","10.0.0.2","10.0.0.6","TCP","574","1752  >  0 [SYN] Seq=0 Win=512 Len=2000"
"477","153.772635","10.0.0.6","10.0.0.2","TCP","54","0  >  1752 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"479","153.776238","10.0.0.2","10.0.0.6","TCP","574","1753  >  0 [SYN] Seq=0 Win=512 Len=2000"
"480","153.776249","10.0.0.6","10.0.0.2","TCP","54","0  >  1753 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"482","153.779583","10.0.0.2","10.0.0.6","TCP","574","1754  >  0 [SYN] Seq=0 Win=512 Len=2000"
"483","153.779592","10.0.0.6","10.0.0.2","TCP","54","0  >  1754 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"485","153.782922","10.0.0.2","10.0.0.6","TCP","574","1755  >  0 [SYN] Seq=0 Win=512 Len=2000 [TCP segment of a reassembled PDU]"
"486","153.782932","10.0.0.6","10.0.0.2","TCP","54","0  >  1755 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"488","153.786260","10.0.0.2","10.0.0.6","TCP","574","1756  >  0 [SYN] Seq=0 Win=512 Len=2000"
"489","153.786269","10.0.0.6","10.0.0.2","TCP","54","0  >  1756 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"491","153.797262","10.0.0.2","10.0.0.6","TCP","574","1757  >  0 [SYN] Seq=0 Win=512 Len=2000"
"493","153.797307","10.0.0.6","10.0.0.2","TCP","54","0  >  1757 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"494","153.798956","10.0.0.2","10.0.0.6","TCP","574","1758  >  0 [SYN] Seq=0 Win=512 Len=2000"
"496","153.798969","10.0.0.6","10.0.0.2","TCP","54","0  >  1758 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"497","153.802296","10.0.0.2","10.0.0.6","TCP","574","1759  >  0 [SYN] Seq=0 Win=512 Len=2000"
"499","153.802307","10.0.0.6","10.0.0.2","TCP","54","0  >  1759 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"500","153.805502","10.0.0.2","10.0.0.6","TCP","574","1760  >  0 [SYN] Seq=0 Win=512 Len=2000"
"501","153.805523","10.0.0.6","10.0.0.2","TCP","54","0  >  1760 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"503","153.808984","10.0.0.2","10.0.0.6","TCP","574","1761  >  0 [SYN] Seq=0 Win=512 Len=2000"
"505","153.809005","10.0.0.6","10.0.0.2","TCP","54","0  >  1761 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"506","153.814928","10.0.0.2","10.0.0.6","TCP","574","1762  >  0 [SYN] Seq=0 Win=512 Len=2000"
"508","153.814975","10.0.0.6","10.0.0.2","TCP","54","0  >  1762 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"509","153.816859","10.0.0.2","10.0.0.6","TCP","574","1763  >  0 [SYN] Seq=0 Win=512 Len=2000"
"511","153.816881","10.0.0.6","10.0.0.2","TCP","54","0  >  1763 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"512","153.819244","10.0.0.2","10.0.0.6","TCP","574","1764  >  0 [SYN] Seq=0 Win=512 Len=2000"
"513","153.819258","10.0.0.6","10.0.0.2","TCP","54","0  >  1764 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"515","153.837172","10.0.0.2","10.0.0.6","TCP","574","1765  >  0 [SYN] Seq=0 Win=512 Len=2000"
"517","153.837220","10.0.0.6","10.0.0.2","TCP","54","0  >  1765 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"518","153.838228","10.0.0.2","10.0.0.6","TCP","574","1766  >  0 [SYN] Seq=0 Win=512 Len=2000"
"519","153.838241","10.0.0.6","10.0.0.2","TCP","54","0  >  1766 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"521","153.841526","10.0.0.2","10.0.0.6","TCP","574","1767  >  0 [SYN] Seq=0 Win=512 Len=2000"
"522","153.841536","10.0.0.6","10.0.0.2","TCP","54","0  >  1767 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"524","153.844864","10.0.0.2","10.0.0.6","TCP","574","1768  >  0 [SYN] Seq=0 Win=512 Len=2000"
"525","153.844880","10.0.0.6","10.0.0.2","TCP","54","0  >  1768 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"527","153.848208","10.0.0.2","10.0.0.6","TCP","574","1769  >  0 [SYN] Seq=0 Win=512 Len=2000"
"528","153.848218","10.0.0.6","10.0.0.2","TCP","54","0  >  1769 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"530","153.851548","10.0.0.2","10.0.0.6","TCP","574","1770  >  0 [SYN] Seq=0 Win=512 Len=2000"
"531","153.851559","10.0.0.6","10.0.0.2","TCP","54","0  >  1770 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"533","153.855369","10.0.0.2","10.0.0.6","TCP","574","1771  >  0 [SYN] Seq=0 Win=512 Len=2000"
"534","153.855393","10.0.0.6","10.0.0.2","TCP","54","0  >  1771 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"536","153.858229","10.0.0.2","10.0.0.6","TCP","574","1772  >  0 [SYN] Seq=0 Win=512 Len=2000"
"537","153.858242","10.0.0.6","10.0.0.2","TCP","54","0  >  1772 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"539","153.863087","10.0.0.2","10.0.0.6","TCP","574","1773  >  0 [SYN] Seq=0 Win=512 Len=2000"
"540","153.863108","10.0.0.6","10.0.0.2","TCP","54","0  >  1773 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"542","153.868512","10.0.0.2","10.0.0.6","TCP","574","1774  >  0 [SYN] Seq=0 Win=512 Len=2000"
"544","153.868543","10.0.0.6","10.0.0.2","TCP","54","0  >  1774 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"545","153.874488","10.0.0.2","10.0.0.6","TCP","574","1775  >  0 [SYN] Seq=0 Win=512 Len=2000"
"547","153.874523","10.0.0.6","10.0.0.2","TCP","54","0  >  1775 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"548","153.875968","10.0.0.2","10.0.0.6","TCP","574","1776  >  0 [SYN] Seq=0 Win=512 Len=2000"
"549","153.875981","10.0.0.6","10.0.0.2","TCP","54","0  >  1776 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"551","153.879296","10.0.0.2","10.0.0.6","TCP","574","1777  >  0 [SYN] Seq=0 Win=512 Len=2000"
"552","153.879306","10.0.0.6","10.0.0.2","TCP","54","0  >  1777 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"554","153.882631","10.0.0.2","10.0.0.6","TCP","574","1778  >  0 [SYN] Seq=0 Win=512 Len=2000"
"555","153.882640","10.0.0.6","10.0.0.2","TCP","54","0  >  1778 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"557","153.885717","10.0.0.2","10.0.0.6","TCP","574","1779  >  0 [SYN] Seq=0 Win=512 Len=2000"
"558","153.885759","10.0.0.6","10.0.0.2","TCP","54","0  >  1779 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"560","153.891536","10.0.0.2","10.0.0.6","TCP","574","1780  >  0 [SYN] Seq=0 Win=512 Len=2000"
"562","153.891588","10.0.0.6","10.0.0.2","TCP","54","0  >  1780 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"563","153.892386","10.0.0.2","10.0.0.6","TCP","574","1781  >  0 [SYN] Seq=0 Win=512 Len=2000"
"564","153.892401","10.0.0.6","10.0.0.2","TCP","54","0  >  1781 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"566","153.895657","10.0.0.2","10.0.0.6","TCP","574","1782  >  0 [SYN] Seq=0 Win=512 Len=2000"
"567","153.895670","10.0.0.6","10.0.0.2","TCP","54","0  >  1782 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"569","153.898997","10.0.0.2","10.0.0.6","TCP","574","1783  >  0 [SYN] Seq=0 Win=512 Len=2000"
"570","153.899006","10.0.0.6","10.0.0.2","TCP","54","0  >  1783 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"572","153.902807","10.0.0.2","10.0.0.6","TCP","574","1784  >  0 [SYN] Seq=0 Win=512 Len=2000"
"573","153.902850","10.0.0.6","10.0.0.2","TCP","54","0  >  1784 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"575","153.906680","10.0.0.2","10.0.0.6","TCP","574","1785  >  0 [SYN] Seq=0 Win=512 Len=2000"
"577","153.906720","10.0.0.6","10.0.0.2","TCP","54","0  >  1785 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"578","153.916608","10.0.0.2","10.0.0.6","TCP","574","1786  >  0 [SYN] Seq=0 Win=512 Len=2000"
"580","153.916659","10.0.0.6","10.0.0.2","TCP","54","0  >  1786 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"581","153.918188","10.0.0.2","10.0.0.6","TCP","574","1787  >  0 [SYN] Seq=0 Win=512 Len=2000"
"582","153.918201","10.0.0.6","10.0.0.2","TCP","54","0  >  1787 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"584","153.921516","10.0.0.2","10.0.0.6","TCP","574","1788  >  0 [SYN] Seq=0 Win=512 Len=2000"
"585","153.921528","10.0.0.6","10.0.0.2","TCP","54","0  >  1788 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"587","153.924837","10.0.0.2","10.0.0.6","TCP","574","1789  >  0 [SYN] Seq=0 Win=512 Len=2000"
"588","153.924848","10.0.0.6","10.0.0.2","TCP","54","0  >  1789 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"590","153.928178","10.0.0.2","10.0.0.6","TCP","574","1790  >  0 [SYN] Seq=0 Win=512 Len=2000"
"591","153.928187","10.0.0.6","10.0.0.2","TCP","54","0  >  1790 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"593","153.931522","10.0.0.2","10.0.0.6","TCP","574","1791  >  0 [SYN] Seq=0 Win=512 Len=2000"
"594","153.931531","10.0.0.6","10.0.0.2","TCP","54","0  >  1791 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"596","153.944533","10.0.0.2","10.0.0.6","TCP","574","1792  >  0 [SYN] Seq=0 Win=512 Len=2000"
"598","153.944562","10.0.0.6","10.0.0.2","TCP","54","0  >  1792 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"599","153.945686","10.0.0.2","10.0.0.6","TCP","574","1793  >  0 [SYN] Seq=0 Win=512 Len=2000"
"600","153.945704","10.0.0.6","10.0.0.2","TCP","54","0  >  1793 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"602","153.949832","10.0.0.2","10.0.0.6","TCP","574","1794  >  0 [SYN] Seq=0 Win=512 Len=2000"
"604","153.949852","10.0.0.6","10.0.0.2","TCP","54","0  >  1794 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"605","153.953159","10.0.0.2","10.0.0.6","TCP","574","1795  >  0 [SYN] Seq=0 Win=512 Len=2000"
"607","153.953178","10.0.0.6","10.0.0.2","TCP","54","0  >  1795 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"608","153.958472","10.0.0.2","10.0.0.6","TCP","574","1796  >  0 [SYN] Seq=0 Win=512 Len=2000"
"610","153.958508","10.0.0.6","10.0.0.2","TCP","54","0  >  1796 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"611","153.960397","10.0.0.2","10.0.0.6","TCP","574","1797  >  0 [SYN] Seq=0 Win=512 Len=2000"
"613","153.960413","10.0.0.6","10.0.0.2","TCP","54","0  >  1797 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"614","153.963723","10.0.0.2","10.0.0.6","TCP","574","1798  >  0 [SYN] Seq=0 Win=512 Len=2000"
"616","153.963735","10.0.0.6","10.0.0.2","TCP","54","0  >  1798 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"617","153.966473","10.0.0.2","10.0.0.6","TCP","574","1799  >  0 [SYN] Seq=0 Win=512 Len=2000"
"618","153.966520","10.0.0.6","10.0.0.2","TCP","54","0  >  1799 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"620","153.972383","10.0.0.2","10.0.0.6","TCP","574","1800  >  0 [SYN] Seq=0 Win=512 Len=2000"
"622","153.972435","10.0.0.6","10.0.0.2","TCP","54","0  >  1800 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"623","153.973183","10.0.0.2","10.0.0.6","TCP","574","1801  >  0 [SYN] Seq=0 Win=512 Len=2000"
"624","153.973198","10.0.0.6","10.0.0.2","TCP","54","0  >  1801 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"626","153.976503","10.0.0.2","10.0.0.6","TCP","574","1802  >  0 [SYN] Seq=0 Win=512 Len=2000"
"627","153.976514","10.0.0.6","10.0.0.2","TCP","54","0  >  1802 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"629","153.979847","10.0.0.2","10.0.0.6","TCP","574","1803  >  0 [SYN] Seq=0 Win=512 Len=2000"
"630","153.979857","10.0.0.6","10.0.0.2","TCP","54","0  >  1803 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"632","153.985809","10.0.0.2","10.0.0.6","TCP","574","1804  >  0 [SYN] Seq=0 Win=512 Len=2000"
"634","153.985862","10.0.0.6","10.0.0.2","TCP","54","0  >  1804 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"635","153.988937","10.0.0.2","10.0.0.6","TCP","574","1805  >  0 [SYN] Seq=0 Win=512 Len=2000"
"637","153.988977","10.0.0.6","10.0.0.2","TCP","54","0  >  1805 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"638","153.996635","10.0.0.2","10.0.0.6","TCP","574","1806  >  0 [SYN] Seq=0 Win=512 Len=2000"
"640","153.996678","10.0.0.6","10.0.0.2","TCP","54","0  >  1806 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"641","153.997459","10.0.0.2","10.0.0.6","TCP","574","1807  >  0 [SYN] Seq=0 Win=512 Len=2000"
"642","153.997472","10.0.0.6","10.0.0.2","TCP","54","0  >  1807 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"644","154.000778","10.0.0.2","10.0.0.6","TCP","574","1808  >  0 [SYN] Seq=0 Win=512 Len=2000"
"645","154.000789","10.0.0.6","10.0.0.2","TCP","54","0  >  1808 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"647","154.004116","10.0.0.2","10.0.0.6","TCP","574","1809  >  0 [SYN] Seq=0 Win=512 Len=2000"
"648","154.004126","10.0.0.6","10.0.0.2","TCP","54","0  >  1809 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"650","154.007452","10.0.0.2","10.0.0.6","TCP","574","1810  >  0 [SYN] Seq=0 Win=512 Len=2000"
"651","154.007461","10.0.0.6","10.0.0.2","TCP","54","0  >  1810 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"653","154.010799","10.0.0.2","10.0.0.6","TCP","574","1811  >  0 [SYN] Seq=0 Win=512 Len=2000"
"654","154.010807","10.0.0.6","10.0.0.2","TCP","54","0  >  1811 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"656","154.014710","10.0.0.2","10.0.0.6","TCP","574","1812  >  0 [SYN] Seq=0 Win=512 Len=2000"
